OBJECTID,Short_Name,Full_Name
268,B03002m17,HISPANIC OR LATINO ORIGIN BY RACE: Hispanic or Latino: Native Hawaiian and Other Pacific Islander alone: Total population -- (Margin of Error)
269,B03002e18,HISPANIC OR LATINO ORIGIN BY RACE: Hispanic or Latino: Some other race alone: Total population -- (Estimate)
270,B03002m18,HISPANIC OR LATINO ORIGIN BY RACE: Hispanic or Latino: Some other race alone: Total population -- (Margin of Error)
271,B03002e19,HISPANIC OR LATINO ORIGIN BY RACE: Hispanic or Latino: Two or more races: Total population -- (Estimate)
272,B03002m19,HISPANIC OR LATINO ORIGIN BY RACE: Hispanic or Latino: Two or more races: Total population -- (Margin of Error)
273,B03002e20,HISPANIC OR LATINO ORIGIN BY RACE: Hispanic or Latino: Two or more races: Two races including Some other race: Total population -- (Estimate)
274,B03002m20,HISPANIC OR LATINO ORIGIN BY RACE: Hispanic or Latino: Two or more races: Two races including Some other race: Total population -- (Margin of Error)
275,B03002e21,"HISPANIC OR LATINO ORIGIN BY RACE: Hispanic or Latino: Two or more races: Two races excluding Some other race, and three or more races: Total population -- (Estimate)"
276,B03002m21,"HISPANIC OR LATINO ORIGIN BY RACE: Hispanic or Latino: Two or more races: Two races excluding Some other race, and three or more races: Total population -- (Margin of Error)"
277,B03003e1,HISPANIC OR LATINO ORIGIN: Total: Total population -- (Estimate)
278,B03003m1,HISPANIC OR LATINO ORIGIN: Total: Total population -- (Margin of Error)
279,B03003e2,HISPANIC OR LATINO ORIGIN: Not Hispanic or Latino: Total population -- (Estimate)
280,B03003m2,HISPANIC OR LATINO ORIGIN: Not Hispanic or Latino: Total population -- (Margin of Error)
281,B03003e3,HISPANIC OR LATINO ORIGIN: Hispanic or Latino: Total population -- (Estimate)
282,B03003m3,HISPANIC OR LATINO ORIGIN: Hispanic or Latino: Total population -- (Margin of Error)
283,B07201e1,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Total: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate)
284,B07201m1,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Total: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error)
285,B07201e2,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Same house 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate)
286,B07201m2,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Same house 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error)
287,B07201e3,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate)
288,B07201m3,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error)
289,B07201e4,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Same Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate)
290,B07201m4,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Same Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error)
291,B07201e5,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Same Metropolitan Statistical Area: Moved from principal city: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate)
292,B07201m5,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Same Metropolitan Statistical Area: Moved from principal city: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error)
293,B07201e6,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Same Metropolitan Statistical Area: Moved from remainder of Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate)
294,B07201m6,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Same Metropolitan Statistical Area: Moved from remainder of Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error)
295,B07201e7,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Different Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate)
296,B07201m7,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Different Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error)
297,B07201e8,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Different Metropolitan Statistical Area: Moved from principal city: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate)
298,B07201m8,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Different Metropolitan Statistical Area: Moved from principal city: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error)
299,B07201e9,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Different Metropolitan Statistical Area: Moved from remainder of Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate)
300,B07201m9,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Different Metropolitan Statistical Area: Moved from remainder of Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error)
301,B07201e10,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Micropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate)
302,B07201m10,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Micropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error)
303,B07201e11,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Micropolitan Statistical Area: Moved from principal city: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate)
304,B07201m11,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Micropolitan Statistical Area: Moved from principal city: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error)
305,B07201e12,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Micropolitan Statistical Area: Moved from remainder of Micropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate)
306,B07201m12,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Micropolitan Statistical Area: Moved from remainder of Micropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error)
307,B07201e13,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Not in a Metropolitan or Micropolitan Statistical Area 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate)
308,B07201m13,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Different house in United States 1 year ago: Not in a Metropolitan or Micropolitan Statistical Area 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error)
309,B07201e14,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Abroad 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Estimate)
310,B07201m14,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES: Abroad 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in the United States -- (Margin of Error)
311,B07201PRe1,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Total: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Estimate)
312,B07201PRm1,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Total: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Margin of Error)
313,B07201PRe2,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Same house 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Estimate)
314,B07201PRm2,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Same house 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Margin of Error)
315,B07201PRe3,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different house in Puerto Rico 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Estimate)
316,B07201PRm3,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different house in Puerto Rico 1 year ago: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Margin of Error)
317,B07201PRe4,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different house in Puerto Rico 1 year ago: Same Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Estimate)
318,B07201PRm4,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different house in Puerto Rico 1 year ago: Same Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Margin of Error)
319,B07201PRe5,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different house in Puerto Rico 1 year ago: Same Metropolitan Statistical Area: Moved from principal city: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Estimate)
320,B07201PRm5,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different house in Puerto Rico 1 year ago: Same Metropolitan Statistical Area: Moved from principal city: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Margin of Error)
321,B07201PRe6,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different house in Puerto Rico 1 year ago: Same Metropolitan Statistical Area: Moved from remainder of Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Estimate)
322,B07201PRm6,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different house in Puerto Rico 1 year ago: Same Metropolitan Statistical Area: Moved from remainder of Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Margin of Error)
323,B07201PRe7,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different house in Puerto Rico 1 year ago: Different Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Estimate)
324,B07201PRm7,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different house in Puerto Rico 1 year ago: Different Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Margin of Error)
325,B07201PRe8,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different house in Puerto Rico 1 year ago: Different Metropolitan Statistical Area: Moved from principal city: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Estimate)
326,B07201PRm8,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different house in Puerto Rico 1 year ago: Different Metropolitan Statistical Area: Moved from principal city: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Margin of Error)
327,B07201PRe9,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO: Different house in Puerto Rico 1 year ago: Different Metropolitan Statistical Area: Moved from remainder of Metropolitan Statistical Area: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico -- (Estimate)
